stage
-1
Ev2_Stage5_EX
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,43,43,43,43,43,43,43,46,46,42,14,43,43,43,43,43,43,43,43,43,43,43,43,43,1
1,43,43,43,43,14,14,47,46,46,46,46,46,46,42,43,43,43,43,43,43,43,43,14,43,1
1,14,43,43,43,43,18,18,43,8,46,46,46,46,46,42,43,43,43,43,43,43,43,43,43,1
1,43,43,43,43,52,18,18,43,43,43,8,46,46,46,14,42,46,43,43,43,43,43,43,51,1
1,43,43,43,43,14,14,34,34,38,38,43,43,8,46,46,46,39,39,39,43,43,47,38,38,1
1,35,35,43,43,43,38,38,38,4,38,38,43,43,43,47,39,39,39,39,39,4,38,3,3,1
1,35,35,35,43,34,33,38,4,38,38,38,38,47,47,39,39,39,39,39,38,33,38,38,38,1
1,35,35,35,33,33,38,38,33,33,38,38,38,38,47,39,39,33,39,34,38,38,33,38,34,1
1,35,35,35,34,33,38,38,33,38,38,38,38,33,39,39,33,33,35,34,38,34,33,34,34,1
1,35,35,35,33,38,38,3,38,33,38,38,34,33,33,39,39,33,38,4,38,34,33,33,34,1
1,35,35,34,33,33,4,38,38,33,34,34,34,33,34,52,35,33,38,38,34,34,33,34,34,1
1,35,35,34,33,38,38,38,33,33,34,34,33,34,34,34,35,38,37,38,33,33,34,34,34,1
1,35,34,33,33,38,38,3,38,33,34,33,33,34,34,34,39,38,33,33,34,33,34,34,34,1
1,35,34,34,33,38,3,38,38,33,34,34,33,34,34,34,38,3,33,34,34,33,34,34,34,1
1,11,19,19,4,19,19,3,19,19,19,19,19,19,19,19,3,19,19,4,19,19,19,19,12,1
1,53,19,19,19,4,19,19,19,19,19,19,19,19,19,19,19,19,4,19,19,19,19,19,19,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
