stage
-1
Ev2_Stage2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,0,0,51,3,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,3,34,0,3,4,0,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,0,0,1,0,4,53,34,34,0,0,1,0,0,1,1,1,1,1,1
1,1,1,1,3,0,34,0,3,0,1,0,0,34,34,34,0,0,4,3,0,1,0,0,1,1
1,1,1,0,4,34,0,0,0,4,0,0,3,0,34,0,0,0,1,0,3,0,3,0,1,1
1,1,1,3,0,4,0,1,1,3,0,34,0,0,34,3,0,1,1,1,1,3,0,1,1,1
1,1,0,3,3,1,1,1,1,0,0,34,34,3,0,0,0,1,1,1,1,0,4,0,1,1
1,1,0,52,0,1,1,0,0,4,34,0,0,0,34,34,0,0,0,1,1,1,0,52,0,1
1,1,1,0,1,1,1,0,3,0,4,0,3,0,34,34,34,3,0,0,1,1,1,0,0,1
1,1,1,1,1,1,1,1,0,3,0,34,34,34,34,34,0,4,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,0,34,34,34,34,34,0,3,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,3,0,0,34,34,0,3,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,3,0,0,0,0,3,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,0,11,0,12,0,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
