stage
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,0,0,25,1,1,1,1,1,1
1,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,1,1
1,1,1,1,1,1,25,25,25,25,25,25,1,25,25,25,25,25,25,25,1,1,1,1,1,1
1,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,4,1,1,1,1,1,1
1,1,1,1,1,1,25,0,25,25,25,25,25,25,25,4,25,25,25,25,1,1,1,1,1,1
1,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,1,1
1,1,1,1,1,1,25,25,25,25,25,25,25,1,25,25,25,25,25,0,1,1,1,1,1,1
1,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,1,1
1,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,1,1
1,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,1,1
1,1,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,2,25,1,1,1,1,1,1
1,1,1,1,1,1,1,25,25,25,25,25,11,12,25,25,1,25,25,25,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
