stage
-1
カラクリメイド
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13,13,13,13,13,0,0,19,19,19,0,61,0,0,19,19,19,0,0,0,0,13,0,13,1
1,13,13,13,13,13,0,19,19,18,18,18,18,18,18,18,18,19,19,0,0,0,13,13,13,1
1,9,13,13,13,9,0,19,18,14,14,14,14,14,14,14,14,18,19,0,0,0,6,13,6,1
1,0,0,13,0,0,0,18,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,1
1,0,0,0,0,0,13,13,14,14,22,14,14,14,14,22,14,14,0,13,0,13,0,0,0,1
1,0,0,0,0,0,18,13,14,22,21,22,14,14,22,21,22,14,0,13,13,13,0,0,0,1
1,0,0,0,0,0,18,18,14,22,21,22,22,22,22,21,22,14,0,0,13,0,0,0,0,1
1,0,0,0,3,0,18,18,14,22,13,22,22,22,22,13,22,14,0,0,0,0,0,0,0,1
1,0,0,1,0,18,18,0,18,15,22,22,22,22,22,22,15,18,0,0,0,0,0,0,0,1
1,0,3,0,0,18,0,0,15,21,21,24,24,24,24,21,21,15,0,0,0,0,0,3,0,1
1,0,0,0,0,0,0,18,21,21,22,22,22,22,22,22,21,21,0,0,3,0,0,0,0,1
1,0,0,0,0,0,21,21,21,21,21,22,22,22,22,21,21,21,21,21,0,0,1,0,0,1
1,0,0,0,0,0,21,21,21,21,22,22,22,22,22,22,21,21,21,21,0,0,0,0,0,1
1,0,0,11,0,0,21,21,21,21,24,24,24,24,24,24,21,21,21,21,0,0,12,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
