stage
-1
レガシーステージ2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
1,20,20,20,20,20,20,43,43,43,43,43,43,43,20,20,20,20,23,23,23,23,35,35,16,1
1,20,20,46,46,46,46,43,43,43,43,43,43,43,46,46,46,46,23,23,23,35,35,23,20,1
1,46,46,46,46,46,46,43,43,43,43,43,43,43,46,46,46,46,23,23,23,35,23,23,2,1
1,46,46,46,23,23,23,23,26,26,26,26,26,46,46,46,46,46,23,23,43,4,47,47,47,1
1,23,46,46,23,23,23,43,43,43,43,43,43,43,23,23,23,46,23,23,43,47,43,47,47,1
1,43,43,43,43,43,23,43,43,43,43,43,43,43,23,23,23,46,23,23,26,25,9,26,26,1
1,43,43,43,16,43,43,35,26,26,26,26,26,35,35,35,35,46,35,35,43,47,47,4,47,1
1,9,9,43,16,43,47,35,43,47,47,47,43,35,43,43,43,43,43,35,43,47,47,47,47,1
1,47,47,47,16,43,35,35,47,47,47,47,47,35,26,26,26,26,26,43,9,26,26,25,9,1
1,47,47,47,20,43,35,35,47,47,47,47,47,35,43,47,47,47,43,43,47,47,47,47,47,1
1,47,47,47,16,47,35,35,43,43,43,43,43,35,43,43,43,43,43,43,47,47,47,47,47,1
1,47,31,47,47,47,47,47,3,43,43,43,43,47,43,3,47,43,43,47,3,47,47,47,47,1
1,11,44,44,44,44,44,40,44,3,44,40,40,44,44,44,44,40,3,44,44,3,44,44,44,1
1,12,44,44,40,44,44,44,44,44,44,44,44,44,40,40,44,44,44,44,44,44,44,44,3,1
1,45,45,45,41,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
