stage
-1
女神と暗闇
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,56,0,1,1,0,0,0,1,1,1,0,57,0,66,66,66,1,1,1,1,1
1,1,1,1,1,0,0,65,0,0,0,0,0,1,0,0,1,1,66,2,66,1,1,1,1,1
1,1,1,1,1,1,65,1,1,1,1,0,0,0,0,3,0,1,66,66,66,1,1,1,1,1
1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,3,0,57,0,0,1,1,1,1,1
1,1,1,1,1,0,4,0,1,0,3,0,0,0,56,1,0,3,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,0,3,0,1,1,0,0,4,0,0,1,0,64,1,1,1,1,1
1,1,1,1,1,1,0,0,3,0,1,1,1,1,1,0,0,0,4,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4,0,0,1,66,66,1,1,1,1,1
1,1,1,1,1,1,64,0,1,0,66,66,1,1,1,0,0,66,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,0,4,3,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,4,0,0,3,0,0,0,0,0,3,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,0,11,12,3,0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
