stage
-1
レガシーステージ1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,16,16,16,22,22,16,16,16,16,16,20,0,2,17,16,16,16,16,16,16,16,16,16,16,1
1,16,16,22,22,22,22,22,16,16,16,20,1,13,17,13,13,16,16,16,16,16,16,22,22,1
1,16,22,22,22,22,22,22,16,16,16,20,1,13,17,13,13,13,16,16,16,22,22,22,22,1
1,16,16,16,22,22,22,16,16,16,16,20,1,13,17,13,16,16,16,16,16,16,22,22,22,1
1,16,16,16,16,16,16,20,16,16,16,20,1,13,20,16,16,20,16,16,16,16,16,16,16,1
1,16,20,20,20,20,20,20,20,20,20,20,10,8,20,20,20,20,20,20,20,20,20,16,16,1
1,1,17,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,16,16,1
1,16,17,17,1,1,1,1,1,26,26,1,1,1,1,26,26,1,1,1,1,17,17,16,16,1
1,16,46,46,1,1,9,9,1,1,1,1,26,26,1,1,1,1,9,9,1,17,17,42,16,1
1,42,46,46,42,1,3,3,1,9,9,1,1,1,1,9,9,1,3,3,1,46,46,42,42,1
1,46,46,46,42,42,46,3,1,3,3,1,9,9,1,3,3,1,3,46,42,46,46,42,42,1
1,46,46,46,42,42,46,46,42,46,46,42,46,46,42,46,46,42,46,46,42,46,46,46,42,1
1,42,46,46,42,42,46,46,46,46,3,42,46,46,42,46,3,42,46,46,46,46,46,42,42,1
1,42,46,46,42,46,3,46,46,46,46,42,46,46,42,46,46,42,46,3,46,46,46,42,42,1
1,42,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,42,42,46,42,42,1
1,42,42,42,42,42,46,46,42,46,46,42,11,12,46,46,46,42,46,46,42,42,42,42,42,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
